,WT 21504029,R190W 21408046,R594Q 21615057,JLNS 21712024
Time,WT,LQT1_R190W,LQT1_R594Q,Compound JLNS
916,-77.39562988,-71.79260254,-79.73937988,-79.82788086
916.2000122,-77.35900879,-71.8170166,-79.73022461,-79.76379395
916.4000244,-77.43530273,-71.78649902,-79.6661377,-79.78210449
916.5999756,-77.42614746,-71.7956543,-79.67224121,-79.78820801
916.7999878,-77.38037109,-71.77734375,-79.67834473,-79.73022461
917,-77.38342285,-71.77429199,-79.69970703,-79.73937988
917.2000122,-77.39257813,-71.78344727,-79.72717285,-79.76989746
917.4000244,-77.42004395,-71.80480957,-79.68444824,-79.77905273
917.5999756,-77.38342285,-71.78955078,-79.61120605,-79.75158691
917.7999878,-77.37121582,-71.76208496,-79.6081543,-79.74853516
918,-77.38647461,-71.77734375,-79.64477539,-79.73937988
918.2000122,-77.37121582,-71.78649902,-79.65698242,-79.83093262
918.4000244,-77.35595703,-71.77734375,-79.65087891,-79.79431152
918.5999756,-77.33154297,-71.7590332,-79.62646484,-79.81262207
918.7999878,-77.30102539,-71.72241211,-79.65393066,-79.75769043
919,-77.30102539,-71.76208496,-79.67224121,-79.77905273
919.2000122,-77.29797363,-71.7590332,-79.6875,-79.71801758
919.4000244,-77.30712891,-71.76208496,-79.71496582,-79.76989746
919.5999756,-77.25524902,-71.76208496,-79.69055176,-79.74243164
919.7999878,-77.2857666,-71.74682617,-79.68444824,-79.77294922
920,-77.24914551,-71.73156738,-79.71496582,-79.73937988
920.2000122,-77.25524902,-71.7376709,-79.69055176,-79.73022461
920.4000244,-77.22473145,-71.7376709,-79.65393066,-79.71496582
920.5999756,-77.21252441,-71.7376709,-79.65393066,-79.77905273
920.7999878,-77.19421387,-71.74072266,-79.6875,-79.77294922
921,-77.2277832,-71.74072266,-79.6661377,-79.80957031
921.2000122,-77.2064209,-71.74682617,-79.71496582,-79.78515625
921.4000244,-77.17895508,-71.74682617,-79.73022461,-79.81262207
921.5999756,-77.1697998,-71.75292969,-79.67834473,-79.76989746
921.7999878,-77.1270752,-71.70410156,-79.71496582,-79.82177734
922,-77.13928223,-71.73461914,-79.73022461,-79.78515625
922.2000122,-77.15148926,-71.72241211,-79.75463867,-79.73937988
922.4000244,-77.11181641,-71.71630859,-79.83093262,-79.79736328
922.5999756,-77.08740234,-71.72546387,-79.76379395,-79.75158691
922.7999878,-77.05078125,-71.71020508,-79.76379395,-79.80957031
923,-77.06604004,-71.72546387,-79.80651855,-79.7668457
923.2000122,-77.10266113,-71.73156738,-79.79736328,-79.82788086
923.4000244,-77.09655762,-71.69494629,-79.80957031,-79.82788086
923.5999756,-77.06298828,-71.71020508,-79.84008789,-79.80041504
923.7999878,-77.05993652,-71.70715332,-79.81262207,-79.86450195
924,-77.04772949,-71.67663574,-79.84924316,-79.83093262
924.2000122,-77.04162598,-71.66442871,-79.84008789,-79.87365723
924.4000244,-77.0324707,-71.67053223,-79.85229492,-79.88586426
924.5999756,-77.0324707,-71.66442871,-79.89807129,-79.82788086
924.7999878,-77.02636719,-71.66137695,-79.9041748,-79.81262207
925,-77.01721191,-71.66137695,-79.93774414,-79.81567383
925.2000122,-77.01416016,-71.64916992,-79.90722656,-79.79125977
925.4000244,-76.99584961,-71.63391113,-79.93164063,-79.84619141
925.5999756,-76.98364258,-71.64001465,-79.95910645,-79.87670898
925.7999878,-76.98364258,-71.60339355,-79.91027832,-79.8614502
926,-76.95007324,-71.62475586,-79.9407959,-79.87670898
926.2000122,-76.96228027,-71.61254883,-79.97436523,-79.86450195
926.4000244,-76.94396973,-71.57592773,-80.00488281,-79.84313965
926.5999756,-76.90734863,-71.6003418,-79.98657227,-79.86450195
926.7999878,-76.93481445,-71.59423828,-79.97741699,-79.85839844
927,-76.90734863,-71.5423584,-80.03845215,-79.8614502
927.2000122,-76.94396973,-71.5423584,-80.07202148,-79.87060547
927.4000244,-76.94091797,-71.54846191,-80.06591797,-79.92248535
927.5999756,-76.92260742,-71.56066895,-80.04760742,-79.89196777
927.7999878,-76.91040039,-71.5423584,-80.08117676,-79.90112305
928,-76.90734863,-71.5637207,-80.08422852,-79.91333008
928.2000122,-76.91650391,-71.5423584,-80.06286621,-79.85839844
928.4000244,-76.89208984,-71.53015137,-80.08728027,-79.88586426
928.5999756,-76.86157227,-71.53015137,-80.15441895,-79.83703613
928.7999878,-76.86462402,-71.51794434,-80.1574707,-79.84924316
929,-76.91650391,-71.54846191,-80.14221191,-79.88891602
929.2000122,-76.87683105,-71.56066895,-80.20324707,-79.85229492
929.4000244,-76.87683105,-71.53625488,-80.17272949,-79.84924316
929.5999756,-76.84326172,-71.55151367,-80.14831543,-79.87670898
929.7999878,-76.85546875,-71.52099609,-80.17883301,-79.88891602
930,-76.85546875,-71.52709961,-80.16052246,-79.91638184
930.2000122,-76.82189941,-71.49353027,-80.20629883,-79.9041748
930.4000244,-76.8371582,-71.5423584,-80.20629883,-79.84008789
930.5999756,-76.81274414,-71.52709961,-80.15136719,-79.89807129
930.7999878,-76.81274414,-71.52709961,-80.18188477,-79.87976074
931,-76.83410645,-71.49353027,-80.19714355,-79.81567383
931.2000122,-76.79748535,-71.51184082,-80.1940918,-79.83093262
931.4000244,-76.79748535,-71.53015137,-80.18493652,-79.81872559
931.5999756,-76.79443359,-71.49963379,-80.18798828,-79.9041748
931.7999878,-76.77307129,-71.49353027,-80.12390137,-79.89807129
932,-76.80664063,-71.49353027,-80.12084961,-79.90722656
932.2000122,-76.78833008,-71.51489258,-80.14221191,-79.8614502
932.4000244,-76.78833008,-71.49047852,-80.14221191,-79.9041748
932.5999756,-76.71813965,-71.47827148,-80.10864258,-79.91333008
932.7999878,-76.74560547,-71.51184082,-80.19714355,-79.86450195
933,-76.75170898,-71.49963379,-80.17883301,-79.80041504
933.2000122,-76.71508789,-71.47827148,-80.17883301,-79.83093262
933.4000244,-76.72729492,-71.47521973,-80.15441895,-79.8034668
933.5999756,-76.73034668,-71.46606445,-80.18493652,-79.81872559
933.7999878,-76.70898438,-71.44165039,-80.078125,-79.85229492
934,-76.75170898,-71.45080566,-80.10864258,-79.78820801
934.2000122,-76.75170898,-71.43249512,-80.05981445,-79.77905273
934.4000244,-76.72424316,-71.43249512,-80.13000488,-79.72412109
934.5999756,-76.74560547,-71.43249512,-80.13916016,-79.72717285
934.7999878,-76.6998291,-71.44470215,-80.08117676,-79.77600098
935,-76.69067383,-71.42028809,-80.06286621,-79.76379395
935.2000122,-76.66320801,-71.40197754,-80.06591797,-79.6875
935.4000244,-76.66931152,-71.40808105,-80.05371094,-79.75769043
935.5999756,-76.70593262,-71.38366699,-80.04760742,-79.71191406
935.7999878,-76.68762207,-71.37145996,-80.04455566,-79.7454834
936,-76.66931152,-71.36230469,-80.03540039,-79.72717285
936.2000122,-76.68762207,-71.33483887,-79.97131348,-79.72106934
936.4000244,-76.68151855,-71.33789063,-80.0994873,-79.75158691
936.5999756,-76.69067383,-71.3470459,-80.0201416,-79.72106934
936.7999878,-76.70288086,-71.30737305,-80.03540039,-79.72412109
937,-76.6784668,-71.2890625,-80.05981445,-79.69970703
937.2000122,-76.6998291,-71.32873535,-80.03234863,-79.68139648
937.4000244,-76.69677734,-71.25854492,-80.03234863,-79.69055176
937.5999756,-76.68151855,-71.27380371,-80.00183105,-79.68444824
937.7999878,-76.70288086,-71.2677002,-79.96520996,-79.68139648
938,-76.67236328,-71.2677002,-79.93469238,-79.69360352
938.2000122,-76.64794922,-71.2677002,-79.9041748,-79.7454834
938.4000244,-76.62353516,-71.24023438,-79.92248535,-79.69665527
938.5999756,-76.63574219,-71.24633789,-79.98657227,-79.6661377
938.7999878,-76.61437988,-71.22497559,-79.98657227,-79.68139648
939,-76.62353516,-71.2097168,-79.95300293,-79.73327637
939.2000122,-76.64489746,-71.19140625,-79.94384766,-79.75769043
939.4000244,-76.69067383,-71.19445801,-79.87976074,-79.7668457
939.5999756,-76.67541504,-71.16699219,-79.8828125,-79.73632813
939.7999878,-76.65100098,-71.17004395,-79.9041748,-79.69970703
940,-76.6418457,-71.15783691,-79.9407959,-79.69665527
940.2000122,-76.62963867,-71.13342285,-79.96826172,-79.72106934
940.4000244,-76.64489746,-71.09680176,-80.02624512,-79.73632813
940.5999756,-76.59606934,-71.09375,-79.95605469,-79.70581055
940.7999878,-76.57470703,-71.09069824,-79.97131348,-79.7088623
941,-76.61743164,-71.05712891,-79.95300293,-79.73632813
941.2000122,-76.60217285,-71.06933594,-79.91638184,-79.67834473
941.4000244,-76.5625,-71.03271484,-79.9407959,-79.64172363
941.5999756,-76.55639648,-71.01135254,-79.98962402,-79.69970703
941.7999878,-76.56860352,-71.00219727,-79.98962402,-79.71801758
942,-76.56860352,-70.98693848,-80.0201416,-79.6875
942.2000122,-76.51062012,-70.9777832,-79.97131348,-79.71801758
942.4000244,-76.51062012,-70.98083496,-80.00488281,-79.7088623
942.5999756,-76.50146484,-70.96862793,-79.98352051,-79.69970703
942.7999878,-76.52282715,-70.93505859,-80.03234863,-79.77294922
943,-76.51977539,-70.9564209,-79.90112305,-79.75158691
943.2000122,-76.55029297,-70.8984375,-79.93469238,-79.73022461
943.4000244,-76.46484375,-70.90148926,-79.96520996,-79.77600098
943.5999756,-76.4831543,-70.87402344,-79.97131348,-79.80957031
943.7999878,-76.45568848,-70.86486816,-80.01708984,-79.7668457
944,-76.41601563,-70.86181641,-79.99572754,-79.78210449
944.2000122,-76.45874023,-70.87097168,-80.0201416,-79.80651855
944.4000244,-76.42822266,-70.84350586,-79.98657227,-79.8248291
944.5999756,-76.4251709,-70.84350586,-80.04760742,-79.77294922
944.7999878,-76.41296387,-70.85571289,-80.1361084,-79.77905273
945,-76.41601563,-70.85571289,-80.13000488,-79.8248291
945.2000122,-76.40075684,-70.85266113,-80.10864258,-79.76989746
945.4000244,-76.37634277,-70.80688477,-80.04150391,-79.73937988
945.5999756,-76.36413574,-70.80688477,-80.078125,-79.77905273
945.7999878,-76.36413574,-70.79772949,-80.0201416,-79.77294922
946,-76.35192871,-70.80688477,-80.06591797,-79.81872559
946.2000122,-76.29089355,-70.81298828,-80.13916016,-79.80041504
946.4000244,-76.28479004,-70.81298828,-80.0567627,-79.77294922
946.5999756,-76.26647949,-70.79162598,-80.11474609,-79.80957031
946.7999878,-76.29089355,-70.78857422,-80.0994873,-79.81872559
947,-76.22070313,-70.77636719,-80.14221191,-79.8034668
947.2000122,-76.25732422,-70.79162598,-80.18798828,-79.82788086
947.4000244,-76.24511719,-70.77331543,-80.18188477,-79.78820801
947.5999756,-76.24511719,-70.77026367,-80.19104004,-79.8248291
947.7999878,-76.26037598,-70.7824707,-80.22766113,-79.83398438
948,-76.2298584,-70.76416016,-80.16662598,-79.8248291
948.2000122,-76.20849609,-70.75195313,-80.1574707,-79.87976074
948.4000244,-76.22375488,-70.75500488,-80.18493652,-79.85229492
948.5999756,-76.23291016,-70.73364258,-80.17883301,-79.82788086
948.7999878,-76.20239258,-70.72143555,-80.18798828,-79.86450195
949,-76.16271973,-70.73669434,-80.20019531,-79.87365723
949.2000122,-76.21765137,-70.71838379,-80.21240234,-79.84924316
949.4000244,-76.22070313,-70.70007324,-80.22766113,-79.88891602
949.5999756,-76.19018555,-70.7611084,-80.22460938,-79.87976074
949.7999878,-76.20544434,-70.74584961,-80.26733398,-79.83703613
950,-76.17797852,-70.70007324,-80.27954102,-79.88586426
950.2000122,-76.18713379,-70.69396973,-80.23071289,-79.87670898
950.4000244,-76.22680664,-70.70617676,-80.20019531,-79.86755371
950.5999756,-76.23291016,-70.69702148,-80.24291992,-79.92553711
950.7999878,-76.17492676,-70.68481445,-80.21850586,-79.8614502
951,-76.1505127,-70.703125,-80.1940918,-79.83093262
951.2000122,-76.14135742,-70.70617676,-80.1574707,-79.84313965
951.4000244,-76.12304688,-70.69091797,-80.14526367,-79.85534668
951.5999756,-76.1138916,-70.68481445,-80.16967773,-79.84313965
951.7999878,-76.16271973,-70.6817627,-80.1574707,-79.87670898
952,-76.15966797,-70.703125,-80.1940918,-79.86755371
952.2000122,-76.16577148,-70.67565918,-80.1574707,-79.83703613
952.4000244,-76.13830566,-70.68481445,-80.14831543,-79.74853516
952.5999756,-76.18103027,-70.6817627,-80.16357422,-79.74243164
952.7999878,-76.14746094,-70.64819336,-80.18188477,-79.75463867
953,-76.14135742,-70.6817627,-80.16967773,-79.86755371
953.2000122,-76.14135742,-70.6451416,-80.11779785,-79.84313965
953.4000244,-76.17797852,-70.66040039,-80.1574707,-79.78210449
953.5999756,-76.16271973,-70.66040039,-80.14526367,-79.80041504
953.7999878,-76.14135742,-70.68481445,-80.10864258,-79.80041504
954,-76.20849609,-70.6451416,-80.16357422,-79.74243164
954.2000122,-76.17492676,-70.67565918,-80.15136719,-79.78210449
954.4000244,-76.1505127,-70.65429688,-80.05065918,-79.83093262
954.5999756,-76.13830566,-70.67565918,-80.05371094,-79.84619141
954.7999878,-76.19628906,-70.68786621,-80.07202148,-79.81872559
955,-76.20849609,-70.66040039,-80.03234863,-79.80041504
955.2000122,-76.12304688,-70.65429688,-80.05981445,-79.82177734
955.4000244,-76.13525391,-70.65429688,-80.03845215,-79.73327637
955.5999756,-76.14135742,-70.64819336,-80.078125,-79.72412109
955.7999878,-76.12915039,-70.64819336,-79.98657227,-79.69665527
956,-76.08337402,-70.6451416,-79.88891602,-79.7454834
956.2000122,-76.11694336,-70.62072754,-79.91638184,-79.78820801
956.4000244,-76.1505127,-70.62072754,-79.94995117,-79.69970703
956.5999756,-76.14135742,-70.65124512,-79.91943359,-79.69970703
956.7999878,-76.15661621,-70.61767578,-79.9407959,-79.73937988
957,-76.13525391,-70.64819336,-79.98046875,-79.75463867
957.2000122,-76.10778809,-70.60852051,-79.98962402,-79.73327637
957.4000244,-76.15356445,-70.59326172,-79.98657227,-79.69055176
957.5999756,-76.14746094,-70.57800293,-79.97436523,-79.69665527
957.7999878,-76.20239258,-70.59936523,-79.98657227,-79.7454834
958,-76.18408203,-70.62683105,-79.9987793,-79.73022461
958.2000122,-76.1505127,-70.5871582,-79.93469238,-79.80041504
958.4000244,-76.20239258,-70.57800293,-79.89196777,-79.71801758
958.5999756,-76.19018555,-70.58105469,-79.90112305,-79.70275879
958.7999878,-76.14135742,-70.59326172,-79.92553711,-79.62646484
959,-76.1505127,-70.57495117,-79.87670898,-79.68139648
959.2000122,-76.15356445,-70.55358887,-79.91027832,-79.74243164
959.4000244,-76.15356445,-70.59631348,-79.87670898,-79.68139648
959.5999756,-76.1505127,-70.54443359,-79.91027832,-79.65087891
959.7999878,-76.12915039,-70.54443359,-79.92858887,-79.63867188
960,-76.14440918,-70.55358887,-79.92858887,-79.71801758
960.2000122,-76.16577148,-70.54748535,-79.93469238,-79.72106934
960.4000244,-76.16577148,-70.52307129,-79.93469238,-79.73937988
960.5999756,-76.12915039,-70.52307129,-79.99267578,-79.75158691
960.7999878,-76.09863281,-70.55053711,-79.95300293,-79.72106934
961,-76.11999512,-70.51086426,-79.96520996,-79.70275879
961.2000122,-76.10473633,-70.51391602,-80.01098633,-79.69665527
961.4000244,-76.10778809,-70.49560547,-79.97436523,-79.70581055
961.5999756,-76.07727051,-70.48950195,-79.93469238,-79.71801758
961.7999878,-76.07116699,-70.4864502,-79.98962402,-79.73022461
962,-76.04980469,-70.48950195,-80.00793457,-79.76379395
962.2000122,-76.0925293,-70.47424316,-79.9621582,-79.73327637
962.4000244,-76.07421875,-70.46508789,-79.97131348,-79.76379395
962.5999756,-75.97961426,-70.45288086,-80.078125,-79.73327637
962.7999878,-75.97045898,-70.45898438,-80.06286621,-79.75769043
963,-75.96435547,-70.43457031,-80.01708984,-79.69970703
963.2000122,-76.02844238,-70.4498291,-80.01098633,-79.67529297
963.4000244,-75.99182129,-70.43151855,-79.99267578,-79.71496582
963.5999756,-75.98266602,-70.43762207,-80.05981445,-79.72717285
963.7999878,-75.99487305,-70.4284668,-80.02624512,-79.70581055
964,-75.9552002,-70.42236328,-80.02624512,-79.72717285
964.2000122,-75.9979248,-70.42541504,-80.02624512,-79.73022461
964.4000244,-75.96435547,-70.43457031,-79.97436523,-79.74853516
964.5999756,-75.91247559,-70.41625977,-80.01403809,-79.79736328
964.7999878,-75.94604492,-70.42236328,-80.01098633,-79.74853516
965,-75.96435547,-70.41625977,-80.02624512,-79.72412109
965.2000122,-75.95825195,-70.42236328,-79.98046875,-79.73632813
965.4000244,-75.9552002,-70.4284668,-80.03540039,-79.74853516
965.5999756,-75.93078613,-70.40405273,-80.08117676,-79.75769043
965.7999878,-75.90026855,-70.3918457,-80.07507324,-79.75769043
966,-75.87890625,-70.41625977,-80.0567627,-79.73632813
966.2000122,-75.88806152,-70.43457031,-80.05065918,-79.73327637
966.4000244,-75.90637207,-70.37353516,-80.07507324,-79.75769043
966.5999756,-75.83618164,-70.41015625,-80.06286621,-79.7668457
966.7999878,-75.84533691,-70.37658691,-80.00488281,-79.75769043
967,-75.85754395,-70.40405273,-80.04455566,-79.74243164
967.2000122,-75.82702637,-70.37658691,-80.01098633,-79.74853516
967.4000244,-75.76904297,-70.34912109,-80.06591797,-79.80041504
967.5999756,-75.82092285,-70.37963867,-80.08422852,-79.78210449
967.7999878,-75.79040527,-70.38269043,-80.04150391,-79.79736328
968,-75.77514648,-70.37353516,-79.97436523,-79.78210449
968.2000122,-75.76599121,-70.38269043,-80.01403809,-79.7668457
968.4000244,-75.7598877,-70.34606934,-80.05065918,-79.75158691
968.5999756,-75.78735352,-70.35827637,-80.06896973,-79.77294922
968.7999878,-75.78735352,-70.3918457,-80.078125,-79.76989746
969,-75.76599121,-70.40100098,-80.04760742,-79.75158691
969.2000122,-75.77514648,-70.37353516,-80.1361084,-79.75769043
969.4000244,-75.76904297,-70.39489746,-80.02929688,-79.83093262
969.5999756,-75.73547363,-70.39489746,-80.02929688,-79.86450195
969.7999878,-75.70800781,-70.3704834,-80.06896973,-79.79736328
970,-75.73242188,-70.38269043,-80.04455566,-79.79736328
970.2000122,-75.70800781,-70.38574219,-80.02319336,-79.8248291
970.4000244,-75.7019043,-70.39794922,-79.9987793,-79.85839844
970.5999756,-75.71716309,-70.37658691,-80.02624512,-79.82177734
970.7999878,-75.69885254,-70.40710449,-80.03540039,-79.75463867
971,-75.72937012,-70.39489746,-80.04760742,-79.78820801
971.2000122,-75.7232666,-70.40405273,-80.00793457,-79.8248291
971.4000244,-75.66223145,-70.40710449,-80.0201416,-79.82177734
971.5999756,-75.64697266,-70.41015625,-80.02624512,-79.77600098
971.7999878,-75.68054199,-70.39489746,-80.07507324,-79.78515625
972,-75.6652832,-70.41625977,-80.06286621,-79.79125977
972.2000122,-75.63476563,-70.42541504,-80.07507324,-79.81262207
972.4000244,-75.59204102,-70.41320801,-80.10253906,-79.82788086
972.5999756,-75.60119629,-70.4284668,-80.10253906,-79.81872559
972.7999878,-75.60424805,-70.4498291,-79.99267578,-79.8034668
973,-75.54321289,-70.44372559,-80.00793457,-79.78515625
973.2000122,-75.57373047,-70.48034668,-80.06286621,-79.8614502
973.4000244,-75.55847168,-70.4864502,-80.10253906,-79.84924316
973.5999756,-75.5645752,-70.4864502,-80.078125,-79.81567383
973.7999878,-75.59509277,-70.50476074,-80.04150391,-79.79125977
974,-75.5645752,-70.51086426,-80.07202148,-79.82177734
974.2000122,-75.57067871,-70.47424316,-79.98657227,-79.7668457
974.4000244,-75.54016113,-70.52001953,-80.00793457,-79.79125977
974.5999756,-75.53405762,-70.53527832,-80.01403809,-79.74243164
974.7999878,-75.56762695,-70.54443359,-80.01708984,-79.71801758
975,-75.50048828,-70.53833008,-80.04760742,-79.76989746
975.2000122,-75.51574707,-70.56884766,-80.04760742,-79.73327637
