Control Time [ms],WT,KCNQ1-p.R190W,KCNQ1-p.R594Q,KCNQ1-p.R190W & KCNQ1-p.R594Q,KCNQ1-p.A341V,KCNH2-p.R366X,KCNH2-p.A561V
,,,,-5.185548,,,
,,,,-4.589508,,,
,,,,-4.529904,,,
,,,,-5.185548,,,
,,,,-4.887528,,,
,,,,-4.649112,,,
,,,,-4.827924,,,
,,,,-4.887528,,,
,,,,-4.887528,,,
,,,,-5.006736,,,
,,,,-5.245152,,,
,,,,-5.06634,,,
,,,,-5.06634,,,
,,,,-5.06634,,,
,,,,-4.827924,,,
,,,,-5.304756,,,
,,,,-5.423964,,,
,,,,-5.245152,,,
,,,,-5.66238,,,
,,,,-5.602776,,,
,,,,-5.483568,,,
,,,,-5.841192,,,
,,,,-5.66238,,,
,,,,-5.36436,,,
,,,,-5.781588,,,
,,,,-6.198816,,,
,,,,-6.079608,,,
,,,,-6.020004,,,
,,,,-5.9604,,,
,,,,-5.543172,,,
,,,,-5.543172,,,
,,,,-5.483568,,,
,,,,-6.139212,,,
,,,,-6.675648,,,
,,,,-6.377628,,,
,,,,-5.900796,,,
,,,,-5.9604,,,
,,,,-6.25842,,,
,,,,-6.616044,,,
,,,,-6.55644,,,
,,,,-5.900796,,,
,,,,-6.020004,,,
,,,,-6.318024,,,
,,,,-5.9604,,,
,,,,-6.079608,,,
,,,,-5.900796,,,
,,,,-6.318024,,,
,,,,-6.55644,,,
,,,,-6.675648,,,
,,,,-6.318024,,,
,,,,-6.079608,,,
,,,,-6.198816,,,
,,,,-6.914064,,,
,,,,-6.735252,,,
,,,,-6.020004,,,
,,,,-6.25842,,,
,,,,-6.25842,,,
,,,,-6.55644,,,
,,,,-6.735252,,,
,,,,-6.377628,,,
,,,,-6.735252,,,
,,,,-7.4505,,,
,,,,-6.794856,,,
,,,,-6.55644,,,
,,,,-7.4505,,,
,,,,-7.629312,,,
,,,,-6.675648,,,
,,,,-6.079608,,,
,,,,-6.437232,,,
,,,,-6.675648,,,
,,,,-7.033272,,,
,,,,-7.569708,,,
,,,,-6.735252,,,
,,,,-6.496836,,,
,,,,-6.85446,,,
,,,,-7.092876,,,
,,,,-6.675648,,,
,,,,-6.735252,,,
,,,,-7.033272,,,
,,,,-7.15248,,,
,,,,-6.675648,,,
,,,,-6.55644,,,
,,,,-7.033272,,,
,,,,-7.510104,,,
,,,,-7.331292,,,
,,,,-6.914064,,,
,,,,-6.437232,,,
,,,,-6.139212,,,
,,,,-6.616044,,,
,,,,-6.318024,,,
,,,,-6.079608,,,
,,,,-6.973668,,,
,,,,-6.377628,,,
,,,,-6.139212,,,
,,,,-6.318024,,,
,,,,-6.198816,,,
,,,,-6.85446,,,
,,,,-6.616044,,,
,,,,-6.25842,,,
,,,,-6.198816,,,
,,,,-6.377628,,,
,,,,-6.496836,,,
,,,,-6.198816,,,
,,,,-6.020004,,,
,,,,-6.55644,,,
,,,,-6.139212,,,
,,,,-6.437232,,,
,,,,-6.85446,,,
,,,,-6.25842,,,
,,,,-5.06634,,,
,,,,-4.887528,,,
,,,,-5.304756,,,
,,,,-4.529904,,,
,,,,-3.27822,,,
,,,,-1.907328,,,
,,,,-0.655644,,,
,,,,1.668912,,,
,,,,5.483568,,,
,,,,9.596244,,,
,,,,14.30496,,,
,,,,21.636252,,,
,,,,32.245764,,,
,,,,46.967952,,,
,,,,64.96836,,,
,,,,88.750356,,,
,,,,119.625228,,,
,,,,148.175544,,,
,,,,150.5001,,,
,,,,82.432332,,,
,,,,-80.346192,,,
,,,,-188.408244,,,
,,,,-163.31496,,,
,,,,-121.89018,,,
,,,,-97.631352,,,
,,,,-75.69708,,,
,,,,-60.021228,,,
,,,,-48.696468,,,
,,,,-39.398244,,,
,,,,-30.815268,,,
,,,,-24.199224,,,
,,,,-18.715656,,,
,,,,-14.722188,,,
,,,,-11.682384,,,
,,,,-9.894264,,,
,,,,-8.463768,,,
,,,,-7.986936,,,
,,,,-8.284956,,,
,,,,-7.331292,,,
,,,,-6.377628,,,
,,,,-6.675648,,,
,,,,-6.318024,,,
,,,,-5.602776,,,
,,,,-5.602776,,,
,,,,-5.06634,,,
,,,,-4.112676,,,
,,,,-4.053072,,,
,,,,-3.993468,,,
,,,,-3.993468,,,
,,,,-3.337824,,,
,,,,-2.503368,,,
,,,,-1.907328,,,
,,,,-1.251684,,,
,,,,0.715248,,,
,,,,2.026536,,,
,,,,4.589508,,,
,,,,8.463768,,,
,,,,12.278424,,,
,,,,17.523576,,,
,,,,24.318432,,,
,,,,34.808736,,,
,,,,49.530924,,,
,,,,68.365788,,,
,,,,91.551744,,,
,,,,121.174932,,,
,,,,150.976932,,,
,,,,156.16248,,,
,,,,91.432536,,,
,,,,-70.63074,,,
,,,,-184.712796,,,
,,,,-163.076544,,,
,,,,-120.340476,,,
,,,,-96.141252,,,
,,,,-74.981832,,,
,,,,-58.650336,,,
,,,,-46.431516,,,
,,,,-36.120024,,,
,,,,-28.073484,,,
,,,,-21.934272,,,
,,,,-15.616248,,,
,,,,-12.099612,,,
,,,,-10.907532,,,
,,,,-8.761788,,,
,,,,-6.377628,,,
,,,,-5.9604,,,
,,,,-5.36436,,,
,,,,-4.708716,,,
,,,,-4.112676,,,
,,,,-3.755052,,,
,,,,-3.695448,,,
,,,,-3.57624,,,
,,,,-2.860992,,,
,,,,-2.145744,,,
,,,,-2.205348,,,
,,,,-1.907328,,,
,,,,-1.668912,,,
,,,,-1.728516,,,
,,,,-1.430496,,,
,,,,-1.370892,,,
,,,,-1.132476,,,
,,,,-0.834456,,,
,,,,-0.715248,,,
,,,,-0.536436,,,
,,,,-0.834456,,,
,,,,-0.357624,,,
,,,,-0.119208,,,
,,,,0,,,
,,,,0,,,
,,,,0,,,
,,,,-0.238416,,,
,,,,0.059604,,,
,,,,0.119208,,,
,,,,0,,,
,,,,-0.29802,,,
,,,,-0.357624,,,
,,,,-0.715248,,,
,,,,-0.476832,,,
,,,,-0.059604,,,
,,,,-0.238416,,,
,,,,-0.476832,,,
,,,,-0.655644,,,
,,,,-1.072872,,,
,,,,-0.774852,,,
,,,,-1.013268,,,
,,,,-0.536436,,,
,,,,0.059604,,,
,,,,-0.655644,,,
,,,,-0.953664,,,
,,,,0.119208,,,
,,,,0.059604,,,
,,,,-0.417228,,,
,,,,0,,,
,,,,0.29802,,,
,,,,0.059604,,,
,,,,0.417228,,,
,,,,1.251684,,,
,,,,0.834456,,,
,,,,1.251684,,,
,,,,2.145744,,,
,,,,3.57624,,,
,,,,5.721984,,,
,,,,7.688916,,,
,,,,10.13268,,,
,,,,13.470504,,,
,,,,17.940804,,,
,,,,24.318432,,,
,,,,32.066952,,,
,,,,43.987752,,,
,,,,61.153704,,,
,,,,81.836292,,,
,,,,108.18126,,,
,,,,139.830984,,,
,,,,161.646048,,,
,,,,139.532964,,,
,,,,22.530312,,,
,,,,-144.599304,,,
,,,,-181.255764,,,
,,,,-134.883852,,,
,,,,-103.770564,,,
,,,,-81.240252,,,
,,,,-61.868952,,,
,,,,-47.98122,,,
,,,,-37.371708,,,
,,,,-28.431108,,,
,,,,-20.56338,,,
,,,,-15.139416,,,
,,,,-11.145948,,,
,,,,-8.04654,,,
,,,,-5.900796,,,
,,,,-5.06634,,,
,,,,-3.87426,,,
,,,,-3.039804,,,
,,,,-2.622576,,,
,,,,-2.026536,,,
,,,,-1.668912,,,
,,,,-1.132476,,,
,,,,-1.251684,,,
,,,,-1.4901,,,
,,,,-1.013268,,,
,,,,-0.655644,,,
,,,,0,,,
,,,,0.119208,,,
,,,,-0.59604,,,
,,,,0.178812,,,
,,,,0.357624,,,
,,,,0.29802,,,
,,,,-0.119208,,,
,,,,0.238416,,,
,,,,0.953664,,,
,,,,0.953664,,,
,,,,0.89406,,,
,,,,0.715248,,,
,,,,1.013268,,,
,,,,0.89406,,,
,,,,0.238416,,,
,,,,0.715248,,,
,,,,1.013268,,,
,,,,0.715248,,,
,,,,1.19208,,,
,,,,1.370892,,,
,,,,1.311288,,,
,,,,1.430496,,,
,,,,0.774852,,,
,,,,0.59604,,,
,,,,0.715248,,,
,,,,1.311288,,,
,,,,0.774852,,,
,,,,0.953664,,,
,,,,0.834456,,,
,,,,0.29802,,,
,,,,0.238416,,,
,,,,0.417228,,,
,,,,0.059604,,,
,,,,0.774852,,,
,,,,1.668912,,,
,,,,1.549704,,,
,,,,0.59604,,,
,,,,0.178812,,,
,,,,0.655644,,,
,,,,0.774852,,,
,,,,0.238416,,,
,,,,0.238416,,,
,,,,0.29802,,,
,,,,0.774852,,,
,,,,0.953664,,,
,,,,0.89406,,,
,,,,0.774852,,,
,,,,0.953664,,,
,,,,0.774852,,,
,,,,0.536436,,,
,,,,0.834456,,,
,,,,0.89406,,,
,,,,1.251684,,,
,,,,1.072872,,,
,,,,0.119208,,,
,,,,0,,,
,,,,0.059604,,,
,,,,0.476832,,,
,,,,0.59604,,,
,,,,0,,,
,,,,-0.119208,,,
,,,,0.655644,,,
,,,,-0.059604,,,
,,,,0.357624,,,
,,,,0,,,
,,,,-0.119208,,,
,,,,0.059604,,,
,,,,0.119208,,,
,,,,-0.89406,,,
,,,,-0.953664,,,
,,,,-0.417228,,,
,,,,-0.655644,,,
,,,,-1.19208,,,
,,,,-1.072872,,,
,,,,-0.357624,,,
,,,,-0.357624,,,
,,,,-0.89406,,,
,,,,-0.715248,,,
,,,,-0.953664,,,
,,,,-1.072872,,,
,,,,-0.953664,,,
,,,,-0.89406,,,
,,,,-0.59604,,,
,,,,-0.89406,,,
,,,,-0.834456,,,
,,,,-1.132476,,,
,,,,-1.132476,,,
,,,,-0.89406,,,
,,,,-0.238416,,,
,,,,-0.655644,,,
,,,,-1.072872,,,
,,,,-1.19208,,,
,,,,-0.536436,,,
,,,,-0.655644,,,
,,,,-0.89406,,,
,,,,-1.311288,,,
,,,,-0.834456,,,
,,,,-0.774852,,,
,,,,-0.834456,,,
,,,,-1.132476,,,
,,,,-1.013268,,,
,,,,-1.132476,,,
,,,,-0.953664,,,
,,,,-0.715248,,,
,,,,-0.953664,,,
,,,,-1.19208,,,
,,,,-1.370892,,,
,,,,-1.251684,,,
,,,,-0.89406,,,
,,,,-1.19208,,,
,,,,-1.668912,,,
,,,,-1.609308,,,
,,,,-1.370892,,,
,,,,-1.549704,,,
,,,,-1.251684,,,
,,,,-1.668912,,,
,,,,-1.4901,,,
,,,,-1.072872,,,
,,,,-1.013268,,,
,,,,-1.907328,,,
,,,,-2.145744,,,
,,,,-1.370892,,,
,,,,-1.728516,,,
,,,,-1.4901,,,
,,,,-1.4901,,,
,,,,-1.132476,,,
,,,,-1.251684,,,
,,,,-1.251684,,,
,,,,-1.072872,,,
,,,,-1.549704,,,
,,,,-1.966932,,,
,,,,-2.324556,,,
,,,,-1.609308,,,
,,,,-1.4901,,,
,,,,-1.430496,,,
,,,,-1.609308,,,
,,,,-1.728516,,,
,,,,-1.847724,,,
,,,,-2.145744,,,
,,,,-1.728516,,,
,,,,-1.370892,,,
,,,,-2.205348,,,
,,,,-2.860992,,,
,,,,-2.503368,,,
,,,,-1.78812,,,
,,,,-1.907328,,,
,,,,-1.847724,,,
,,,,-1.847724,,,
,,,,-2.443764,,,
,,,,-3.039804,,,
,,,,-1.907328,,,
,,,,-1.78812,,,
,,,,-2.38416,,,
,,,,-2.622576,,,
,,,,-2.38416,,,
,,,,-2.622576,,,
,,,,-2.860992,,,
,,,,-2.503368,,,
,,,,-2.205348,,,
,,,,-2.38416,,,
,,,,-2.801388,,,
,,,,-2.801388,,,
,,,,-2.920596,,,
,,,,-2.801388,,,
,,,,-3.27822,,,
,,,,-3.397428,,,
,,,,-2.860992,,,
,,,,-3.218616,,,
,,,,-3.218616,,,
,,,,-2.503368,,,
,,,,-2.205348,,,
,,,,-2.38416,,,
,,,,-2.920596,,,
,,,,-3.218616,,,
,,,,-3.039804,,,
,,,,-3.099408,,,
,,,,-3.218616,,,
,,,,-3.397428,,,
,,,,-2.860992,,,
,,,,-3.039804,,,
,,,,-2.9802,,,
,,,,-2.443764,,,
,,,,-2.562972,,,
,,,,-3.159012,,,
,,,,-3.218616,,,
,,,,-2.503368,,,
,,,,-3.039804,,,
,,,,-2.860992,,,
,,,,-2.562972,,,
,,,,-2.38416,,,
,,,,-2.38416,,,
,,,,-2.503368,,,
,,,,-2.920596,,,
,,,,-3.099408,,,
,,,,-3.27822,,,
,,,,-2.9802,,,
,,,,-3.159012,,,
,,,,-3.397428,,,
,,,,-3.218616,,,
,,,,-3.397428,,,
,,,,-2.9802,,,
,,,,-2.622576,,,
,,,,-3.159012,,,
,,,,-3.57624,,,
,,,,-2.801388,,,
,,,,-2.68218,,,
,,,,-2.38416,,,
,,,,-2.026536,,,
,,,,-3.218616,,,
,,,,-3.039804,,,
,,,,-2.622576,,,
,,,,-2.920596,,,
,,,,-2.443764,,,
,,,,-2.38416,,,
,,,,-2.9802,,,
,,,,-3.218616,,,
,,,,-2.9802,,,
,,,,-3.039804,,,
,,,,-2.801388,,,
,,,,-3.516636,,,
,,,,-3.516636,,,
,,,,-3.457032,,,
,,,,-3.27822,,,
,,,,-3.933864,,,
,,,,-4.17228,,,
,,,,-4.291488,,,
,,,,-3.993468,,,
,,,,-3.397428,,,
,,,,-3.457032,,,
,,,,-3.993468,,,
,,,,-3.814656,,,
,,,,-3.755052,,,
,,,,-3.218616,,,
,,,,-3.397428,,,
,,,,-3.457032,,,
,,,,-3.457032,,,
,,,,-3.695448,,,
,,,,-3.695448,,,
,,,,-3.695448,,,
,,,,-3.933864,,,
,,,,-3.87426,,,
,,,,-3.218616,,,
,,,,-3.218616,,,
,,,,-4.053072,,,
,,,,-4.529904,,,
,,,,-4.112676,,,
,,,,-3.933864,,,
,,,,-4.112676,,,
,,,,-4.112676,,,
,,,,-3.397428,,,
,,,,-3.814656,,,
,,,,-3.814656,,,
,,,,-3.159012,,,
,,,,-3.457032,,,
,,,,-3.457032,,,
,,,,-3.099408,,,
,,,,-3.337824,,,
,,,,-3.695448,,,
,,,,-3.457032,,,
,,,,-3.218616,,,
,,,,-3.27822,,,
,,,,-3.635844,,,
,,,,-3.337824,,,
,,,,-3.218616,,,
,,,,-3.814656,,,
,,,,-3.27822,,,
,,,,-3.039804,,,
,,,,-2.9802,,,
,,,,-3.695448,,,
,,,,-3.457032,,,
,,,,-2.920596,,,
,,,,-3.099408,,,
,,,,-3.57624,,,
,,,,-3.159012,,,
,,,,-3.337824,,,
,,,,-3.457032,,,
,,,,-3.635844,,,
,,,,-4.112676,,,
,,,,-3.099408,,,
,,,,-2.443764,,,
,,,,-3.457032,,,
,,,,-3.457032,,,
,,,,-2.741784,,,
,,,,-2.562972,,,
,,,,-3.159012,,,
,,,,-3.039804,,,
,,,,-2.860992,,,
,,,,-3.933864,,,
,,,,-3.87426,,,
,,,,-3.159012,,,
,,,,-3.457032,,,
,,,,-3.814656,,,
,,,,-3.695448,,,
,,,,-4.112676,,,
,,,,-3.218616,,,
,,,,-2.9802,,,
,,,,-3.27822,,,
,,,,-3.218616,,,
,,,,-3.457032,,,
,,,,-3.516636,,,
,,,,-3.039804,,,
,,,,-3.099408,,,
,,,,-3.099408,,,
,,,,-3.814656,,,
,,,,-4.231884,,,
,,,,-3.159012,,,
,,,,-3.039804,,,
,,,,-3.039804,,,
,,,,-2.920596,,,
,,,,-3.516636,,,
,,,,-3.695448,,,
,,,,-3.57624,,,
,,,,-3.755052,,,
,,,,-3.87426,,,
,,,,-3.159012,,,
,,,,-3.457032,,,
,,,,-4.231884,,,
,,,,-3.695448,,,
,,,,-3.635844,,,
,,,,-4.410696,,,
,,,,-4.351092,,,
,,,,-4.4703,,,
,,,,-4.529904,,,
,,,,-3.993468,,,
,,,,-3.57624,,,
,,,,-3.635844,,,
,,,,-4.053072,,,
,,,,-4.053072,,,
,,,,-3.993468,,,
,,,,-4.529904,,,
,,,,-4.76832,,,
,,,,-4.4703,,,
,,,,-4.649112,,,
,,,,-4.4703,,,
,,,,-4.112676,,,
,,,,-4.231884,,,
,,,,-4.231884,,,
,,,,-4.231884,,,
,,,,-3.695448,,,
,,,,-3.57624,,,
,,,,-4.17228,,,
,,,,-4.589508,,,
,,,,-4.231884,,,
,,,,-4.053072,,,
,,,,-4.053072,,,
,,,,-3.993468,,,
,,,,-4.17228,,,
,,,,-4.649112,,,
,,,,-5.125944,,,
,,,,-4.529904,,,
,,,,-3.57624,,,
,,,,-3.457032,,,
,,,,-4.231884,,,
,,,,-4.291488,,,
,,,,-4.231884,,,
,,,,-3.933864,,,
,,,,-3.933864,,,
,,,,-4.112676,,,
,,,,-4.112676,,,
,,,,-4.4703,,,
,,,,-4.4703,,,
,,,,-3.933864,,,
,,,,-3.933864,,,
,,,,-3.933864,,,
,,,,-4.17228,,,
,,,,-4.351092,,,
,,,,-3.814656,,,
,,,,-4.231884,,,
,,,,-4.589508,,,
,,,,-3.993468,,,
,,,,-3.993468,,,
,,,,-3.814656,,,
,,,,-4.053072,,,
,,,,-4.231884,,,
,,,,-3.993468,,,
,,,,-4.351092,,,
,,,,-4.887528,,,
,,,,-4.291488,,,
,,,,-4.291488,,,
,,,,-4.112676,,,
,,,,-3.57624,,,
,,,,-4.112676,,,
,,,,-4.410696,,,
,,,,-4.351092,,,
,,,,-3.87426,,,
,,,,-4.231884,,,
,,,,-4.887528,,,
,,,,-4.351092,,,
,,,,-4.351092,,,
,,,,-3.87426,,,
,,,,-3.695448,,,
,,,,-3.755052,,,
,,,,-4.529904,,,
,,,,-4.708716,,,
,,,,-4.4703,,,
,,,,-4.351092,,,
,,,,-4.053072,,,
,,,,-3.695448,,,
,,,,-4.231884,,,
,,,,-4.410696,,,
,,,,-4.112676,,,
,,,,-4.4703,,,
,,,,-4.291488,,,
,,,,-4.351092,,,
,,,,-4.76832,,,
,,,,-4.231884,,,
,,,,-4.053072,,,
,,,,-4.053072,,,
,,,,-4.708716,,,
,,,,-4.529904,,,
,,,,-4.351092,,,
,,,,-4.112676,,,
,,,,-3.87426,,,
,,,,-4.053072,,,
,,,,-4.529904,,,
,,,,-4.17228,,,
,,,,-4.112676,,,
,,,,-4.351092,,,
,,,,-4.589508,,,
,,,,-4.76832,,,
,,,,-4.351092,,,
,,,,-3.87426,,,
,,,,-4.053072,,,
,,,,-4.589508,,,
,,,,-4.17228,,,
,,,,-4.053072,,,
,,,,-4.947132,,,
,,,,-5.06634,,,
,,,,-5.006736,,,
,,,,-4.947132,,,
,,,,-4.887528,,,
,,,,-4.76832,,,
,,,,-4.708716,,,
,,,,-4.231884,,,
,,,,-4.112676,,,
,,,,-4.529904,,,
,,,,-5.125944,,,
,,,,-5.36436,,,
,,,,-5.602776,,,
,,,,-5.423964,,,
,,,,-4.708716,,,
,,,,-5.06634,,,
,,,,-4.887528,,,
,,,,-5.006736,,,
,,,,-5.483568,,,
,,,,-4.887528,,,
,,,,-4.410696,,,
,,,,-4.708716,,,
,,,,-4.887528,,,
,,,,-5.304756,,,
,,,,-5.602776,,,
,,,,-5.304756,,,
,,,,-5.006736,,,
,,,,-5.06634,,,
,,,,-5.006736,,,
,,,,-5.006736,,,
,,,,-5.125944,,,
,,,,-4.649112,,,
,,,,-4.529904,,,
,,,,-5.006736,,,
,,,,-4.827924,,,
,,,,-5.006736,,,
,,,,-5.006736,,,
,,,,-4.231884,,,
,,,,-3.933864,,,
,,,,-3.933864,,,
,,,,-4.17228,,,
,,,,-4.053072,,,
,,,,-4.112676,,,
,,,,-4.649112,,,
,,,,-4.887528,,,
,,,,-4.351092,,,
,,,,-4.589508,,,
,,,,-4.112676,,,
,,,,-3.993468,,,
,,,,-4.112676,,,
,,,,-4.053072,,,
,,,,-3.933864,,,
,,,,-5.245152,,,
,,,,-5.602776,,,
,,,,-4.112676,,,
,,,,-4.231884,,,
,,,,-5.125944,,,
,,,,-5.006736,,,
,,,,-4.529904,,,
,,,,-4.529904,,,
,,,,-4.589508,,,
,,,,-4.649112,,,
,,,,-4.589508,,,
,,,,-4.827924,,,
,,,,-4.649112,,,
,,,,-4.947132,,,
,,,,-5.36436,,,
,,,,-5.06634,,,
,,,,-4.649112,,,
,,,,-4.231884,,,
,,,,-4.708716,,,
,,,,-4.410696,,,
,,,,-4.529904,,,
,,,,-4.827924,,,
,,,,-4.947132,,,
,,,,-5.304756,,,
,,,,-5.602776,,,
,,,,-4.947132,,,
,,,,-5.602776,,,
,,,,-5.66238,,,
,,,,-5.304756,,,
,,,,-5.423964,,,
,,,,-5.185548,,,
,,,,-4.351092,,,
,,,,-4.231884,,,
,,,,-4.649112,,,
,,,,-4.947132,,,
,,,,-5.06634,,,
,,,,-4.76832,,,
,,,,-5.543172,,,
,,,,-5.483568,,,
,,,,-5.721984,,,
,,,,-5.900796,,,
,,,,-5.602776,,,
,,,,-5.06634,,,
,,,,-4.947132,,,
,,,,-4.887528,,,
,,,,-4.827924,,,
,,,,-5.245152,,,
,,,,-5.36436,,,
,,,,-5.423964,,,
,,,,-5.006736,,,
,,,,-4.708716,,,
,,,,-4.827924,,,
,,,,-5.483568,,,
,,,,-5.841192,,,
,,,,-5.245152,,,
,,,,-5.006736,,,
,,,,-5.423964,,,
,,,,-5.602776,,,
,,,,-5.841192,,,
,,,,-5.483568,,,
,,,,-5.66238,,,
,,,,-5.900796,,,
,,,,-5.304756,,,
,,,,-5.423964,,,
,,,,-5.125944,,,
,,,,-4.947132,,,
,,,,-5.245152,,,
,,,,-5.602776,,,
,,,,-5.245152,,,
,,,,-4.887528,,,
,,,,-5.185548,,,
,,,,-5.423964,,,
,,,,-4.947132,,,
,,,,-5.602776,,,
,,,,-5.602776,,,
,,,,-5.304756,,,
,,,,-5.66238,,,
,,,,-5.36436,,,
,,,,-5.304756,,,
,,,,-5.602776,,,
,,,,-6.198816,,,
,,,,-5.543172,,,
,,,,-5.543172,,,
,,,,-6.020004,,,
,,,,-5.66238,,,
,,,,-4.887528,,,
,,,,-4.529904,,,
,,,,-6.020004,,,
,,,,-6.377628,,,
,,,,-5.900796,,,
,,,,-5.841192,,,
,,,,-5.36436,,,
,,,,-5.423964,,,
,,,,-5.602776,,,
,,,,-5.900796,,,
,,,,-5.900796,,,
,,,,-4.827924,,,
,,,,-5.125944,,,
,,,,-6.198816,,,
,,,,-5.66238,,,
,,,,-5.483568,,,
,,,,-6.079608,,,
,,,,-6.318024,,,
,,,,-6.198816,,,
,,,,-5.841192,,,
,,,,-5.781588,,,
,,,,-5.721984,,,
,,,,-5.900796,,,
,,,,-5.36436,,,
,,,,-5.185548,,,
,,,,-5.781588,,,
,,,,-6.020004,,,
,,,,-5.9604,,,
,,,,-6.139212,,,
,,,,-5.602776,,,
,,,,-6.25842,,,
,,,,-5.900796,,,
,,,,-5.245152,,,
,,,,-5.304756,,,
,,,,-5.423964,,,
,,,,-5.841192,,,
,,,,-5.36436,,,
,,,,-5.06634,,,
,,,,-5.483568,,,
,,,,-6.318024,,,
,,,,-6.318024,,,
,,,,-6.139212,,,
,,,,-6.020004,,,
,,,,-6.139212,,,
,,,,-5.9604,,,
,,,,-5.66238,,,
,,,,-5.781588,,,
,,,,-5.900796,,,
,,,,-6.198816,,,
,,,,-6.318024,,,
,,,,-6.377628,,,
,,,,-5.543172,,,
,,,,-5.185548,,,
,,,,-6.020004,,,
,,,,-6.020004,,,
,,,,-5.245152,,,
,,,,-5.304756,,,
,,,,-5.781588,,,
,,,,-6.198816,,,
,,,,-5.66238,,,
,,,,-5.900796,,,
,,,,-6.198816,,,
,,,,-5.66238,,,
,,,,-5.602776,,,
,,,,-5.66238,,,
,,,,-5.602776,,,
,,,,-6.437232,,,
,,,,-6.198816,,,
,,,,-6.25842,,,
,,,,-6.25842,,,
,,,,-6.437232,,,
,,,,-5.721984,,,
,,,,-5.66238,,,
,,,,-5.721984,,,
,,,,-5.36436,,,
,,,,-6.55644,,,
,,,,-6.735252,,,
,,,,-6.318024,,,
,,,,-6.377628,,,
,,,,-7.15248,,,
,,,,-6.794856,,,
,,,,-6.198816,,,
,,,,-7.033272,,,
,,,,-6.85446,,,
,,,,-6.318024,,,
,,,,-6.020004,,,
,,,,-6.139212,,,
,,,,-6.139212,,,
,,,,-6.25842,,,
,,,,-6.377628,,,
,,,,-6.735252,,,
,,,,-6.675648,,,
,,,,-6.496836,,,
,,,,-6.079608,,,
,,,,-6.55644,,,
,,,,-6.85446,,,
,,,,-6.675648,,,
,,,,-6.318024,,,
,,,,-6.377628,,,
,,,,-7.033272,,,
,,,,-6.735252,,,
,,,,-6.437232,,,
,,,,-5.9604,,,
,,,,-6.55644,,,
,,,,-6.318024,,,
,,,,-6.496836,,,
,,,,-6.55644,,,
,,,,-6.55644,,,
,,,,-6.318024,,,
,,,,-5.721984,,,
,,,,-6.25842,,,
,,,,-5.9604,,,
,,,,-5.781588,,,
,,,,-6.020004,,,
,,,,-6.079608,,,
,,,,-6.318024,,,
,,,,-6.496836,,,
,,,,-5.900796,,,
,,,,-5.841192,,,
,,,,-6.437232,,,
,,,,-6.914064,,,
,,,,-6.318024,,,
,,,,-6.198816,,,
,,,,-5.900796,,,
,,,,-6.020004,,,
,,,,-6.437232,,,
,,,,-6.496836,,,
,,,,-6.25842,,,
,,,,-5.66238,,,
,,,,-6.020004,,,
,,,,-5.841192,,,
,,,,-6.020004,,,
,,,,-6.377628,,,
,,,,-6.198816,,,
,,,,-5.9604,,,
,,,,-5.900796,,,
,,,,-6.437232,,,
,,,,-6.079608,,,
,,,,-6.318024,,,
,,,,-6.496836,,,
,,,,-6.079608,,,
,,,,-6.55644,,,
,,,,-6.318024,,,
,,,,-5.721984,,,
,,,,-5.245152,,,
,,,,-6.675648,,,
,,,,-6.973668,,,
,,,,-6.198816,,,
,,,,-6.437232,,,
,,,,-6.735252,,,
,,,,-6.377628,,,
,,,,-5.721984,,,
,,,,-6.079608,,,
,,,,-6.437232,,,
,,,,-5.66238,,,
,,,,-5.721984,,,
,,,,-5.900796,,,
,,,,-5.9604,,,
,,,,-6.020004,,,
,,,,-5.543172,,,
,,,,-5.483568,,,
,,,,-5.9604,,,
,,,,-6.25842,,,
,,,,-6.25842,,,
,,,,-6.079608,,,
,,,,-6.377628,,,
,,,,-6.25842,,,
,,,,-5.543172,,,
,,,,-5.841192,,,
,,,,-6.437232,,,
,,,,-6.496836,,,
,,,,-6.139212,,,
,,,,-6.139212,,,
,,,,-5.900796,,,
,,,,-5.781588,,,
,,,,-6.55644,,,
,,,,-6.616044,,,
,,,,-6.079608,,,
,,,,-5.721984,,,
,,,,-6.079608,,,
,,,,-6.25842,,,
,,,,-5.66238,,,
,,,,-5.304756,,,
,,,,-5.543172,,,
,,,,-5.900796,,,
,,,,-6.735252,,,
,,,,-6.139212,,,
,,,,-6.25842,,,
,,,,-6.318024,,,
,,,,-6.973668,,,
,,,,-6.735252,,,
,,,,-5.900796,,,
,,,,-5.781588,,,
,,,,-6.318024,,,
,,,,-6.377628,,,
,,,,-6.85446,,,
,,,,-6.85446,,,
,,,,-6.735252,,,
,,,,-6.377628,,,
,,,,-6.198816,,,
,,,,-5.841192,,,
,,,,-6.139212,,,
,,,,-5.9604,,,
,,,,-5.900796,,,
,,,,-6.198816,,,
,,,,-6.198816,,,
,,,,-6.437232,,,
,,,,-6.318024,,,
,,,,-6.55644,,,
,,,,-6.437232,,,
,,,,-6.318024,,,
,,,,-6.198816,,,
,,,,-6.318024,,,
,,,,-5.9604,,,
,,,,-6.675648,,,
,,,,-6.437232,,,
,,,,-7.033272,,,
,,,,-7.331292,,,
,,,,-6.377628,,,
,,,,-5.602776,,,
,,,,-5.304756,,,
,,,,-5.543172,,,
,,,,-5.543172,,,
,,,,-4.947132,,,
,,,,-5.721984,,,
,,,,-6.198816,,,
,,,,-5.900796,,,
,,,,-5.781588,,,
