Control Time [ms],WT,KCNQ1-p.R190W,KCNQ1-p.R594Q,KCNQ1-p.R190W & KCNQ1-p.R594Q,KCNQ1-p.A341V,KCNH2-p.R366X,KCNH2-p.A561V
602.4,3.039804,4.112676,45.477852,-8.9406,-2.801388,-4.708716,10.490304
602.5,3.159012,3.87426,45.716268,-9.298224,-3.099408,-4.529904,10.609512
602.6,3.516636,3.397428,45.954684,-9.417432,-3.039804,-4.76832,10.609512
602.7,3.039804,3.87426,46.1931,-9.417432,-2.562972,-4.589508,10.013472
602.8,3.039804,3.87426,46.371912,-9.357828,-2.503368,-4.291488,10.609512
602.9,3.457032,3.814656,45.835476,-9.059808,-2.68218,-4.4703,11.02674
603,3.337824,3.87426,45.775872,-9.596244,-2.741784,-4.4703,10.669116
603.1,3.397428,3.933864,46.371912,-9.23862,-2.503368,-4.529904,10.192284
603.2,3.159012,3.457032,46.133496,-9.477036,-2.741784,-4.76832,10.788324
603.3,3.27822,3.397428,46.431516,-9.655848,-2.503368,-4.410696,11.02674
603.4,3.457032,3.755052,46.848744,-9.715452,-2.562972,-4.231884,10.311492
603.5,3.57624,4.231884,46.550724,-9.775056,-2.741784,-4.410696,9.775056
603.6,3.57624,3.87426,46.252704,-9.23862,-2.741784,-4.649112,10.192284
603.7,3.87426,3.933864,46.669932,-9.417432,-2.9802,-4.351092,10.311492
603.8,4.112676,3.87426,47.08716,-9.298224,-2.920596,-4.112676,10.490304
603.9,3.87426,3.814656,47.563992,-9.179016,-3.457032,-4.17228,10.609512
604,3.27822,4.112676,47.623596,-9.596244,-3.159012,-4.17228,11.086344
604.1,3.397428,3.993468,47.146764,-9.655848,-2.68218,-4.231884,10.669116
604.2,3.457032,3.87426,47.444784,-9.894264,-2.622576,-4.649112,9.477036
604.3,3.159012,3.87426,47.802408,-10.371096,-2.741784,-4.291488,10.013472
604.4,3.099408,3.814656,47.444784,-10.371096,-2.920596,-4.231884,10.967136
604.5,3.397428,3.933864,47.504388,-10.13268,-2.860992,-4.112676,10.788324
604.6,3.337824,3.993468,47.6832,-9.894264,-3.039804,-4.17228,10.371096
604.7,3.516636,4.112676,47.862012,-10.549908,-2.503368,-4.17228,10.371096
604.8,3.57624,3.993468,47.742804,-10.311492,-2.145744,-4.351092,10.371096
604.9,3.457032,3.516636,47.742804,-9.953868,-3.337824,-4.649112,10.371096
605,3.516636,3.933864,48.696468,-9.655848,-3.159012,-4.351092,11.086344
605.1,3.755052,3.695448,49.232904,-10.311492,-2.622576,-4.351092,10.311492
605.2,3.457032,3.755052,48.458052,-10.192284,-2.860992,-4.291488,9.655848
605.3,2.9802,3.87426,48.636864,-10.13268,-2.741784,-4.529904,10.13268
605.4,3.635844,3.755052,48.994488,-10.847928,-2.622576,-4.529904,11.02674
605.5,3.933864,4.17228,48.994488,-10.13268,-2.9802,-4.231884,10.609512
605.6,4.053072,3.993468,48.815676,-10.609512,-3.159012,-4.351092,10.192284
605.7,4.291488,3.457032,49.054092,-10.907532,-2.38416,-4.4703,10.13268
605.8,3.993468,3.87426,49.352112,-10.788324,-2.205348,-4.291488,10.609512
605.9,3.814656,3.755052,48.815676,-10.609512,-2.026536,-4.291488,10.490304
606,3.457032,3.814656,48.815676,-10.549908,-2.08614,-4.231884,9.775056
606.1,3.457032,3.933864,49.113696,-10.609512,-2.324556,-3.933864,10.13268
606.2,3.933864,4.291488,49.590528,-10.669116,-2.503368,-3.933864,10.251888
606.3,4.351092,4.112676,49.590528,-10.669116,-2.324556,-4.053072,9.83466
606.4,4.231884,3.993468,48.994488,-10.13268,-2.562972,-4.112676,10.4307
606.5,4.17228,3.814656,48.756072,-10.371096,-2.801388,-4.17228,10.788324
606.6,4.17228,3.755052,49.292508,-10.907532,-2.68218,-4.4703,10.251888
606.7,4.708716,3.755052,49.352112,-10.371096,-2.562972,-4.053072,10.609512
606.8,4.708716,3.993468,49.76934,-10.847928,-2.622576,-4.112676,9.953868
606.9,3.993468,3.993468,49.352112,-11.086344,-2.562972,-4.649112,9.953868
607,4.053072,3.933864,49.47132,-10.788324,-2.324556,-4.529904,9.775056
607.1,4.291488,4.17228,49.709736,-11.384364,-2.08614,-4.112676,9.298224
607.2,3.87426,4.4703,50.126964,-11.861196,-2.264952,-3.993468,9.894264
607.3,3.755052,4.529904,49.828944,-11.265156,-2.324556,-4.053072,10.4307
607.4,4.231884,4.231884,49.828944,-11.02674,-2.503368,-3.993468,10.4307
607.5,3.993468,3.695448,50.186568,-11.682384,-2.562972,-4.17228,10.371096
607.6,4.231884,4.053072,50.723004,-12.159216,-2.264952,-4.351092,9.894264
607.7,4.351092,3.933864,50.603796,-12.278424,-2.38416,-4.4703,9.23862
607.8,3.993468,3.635844,50.603796,-11.682384,-2.205348,-4.17228,9.596244
607.9,4.4703,4.17228,50.424984,-12.040008,-2.324556,-4.291488,9.775056
608,4.291488,3.993468,50.6634,-12.099612,-2.38416,-4.351092,10.073076
608.1,4.231884,3.814656,50.782608,-11.861196,-2.264952,-4.410696,10.251888
608.2,4.4703,3.814656,50.842212,-12.099612,-2.9802,-4.231884,10.013472
608.3,4.4703,3.993468,50.424984,-12.159216,-2.920596,-4.410696,9.83466
608.4,4.529904,4.112676,50.6634,-12.099612,-2.443764,-4.410696,10.073076
608.5,4.529904,3.755052,51.140232,-11.443968,-2.443764,-3.993468,9.715452
608.6,4.827924,3.695448,51.199836,-11.980404,-2.68218,-3.933864,9.53664
608.7,4.589508,3.814656,51.319044,-11.9208,-2.264952,-4.291488,9.894264
608.8,4.589508,3.933864,51.199836,-11.563176,-1.966932,-4.112676,9.894264
608.9,4.827924,4.17228,51.617064,-11.62278,-2.503368,-4.17228,9.715452
609,4.649112,3.933864,51.974688,-11.741988,-2.68218,-4.410696,9.477036
609.1,4.649112,3.814656,51.319044,-12.040008,-2.443764,-4.291488,9.715452
609.2,4.649112,3.814656,51.378648,-12.099612,-2.205348,-4.112676,9.596244
609.3,4.351092,3.755052,52.213104,-11.443968,-2.145744,-4.351092,10.251888
609.4,4.410696,3.933864,52.213104,-11.62278,-2.205348,-4.410696,9.655848
609.5,4.827924,4.231884,51.617064,-12.21882,-1.907328,-4.112676,9.119412
609.6,5.06634,3.755052,51.915084,-12.21882,-1.907328,-4.112676,9.059808
609.7,4.887528,3.57624,52.213104,-12.278424,-1.907328,-4.351092,9.53664
609.8,4.947132,4.053072,52.1535,-12.636048,-1.847724,-4.291488,9.715452
609.9,5.06634,3.457032,51.85548,-12.993672,-1.966932,-4.231884,9.53664
610,4.76832,3.695448,52.034292,-12.695652,-2.08614,-4.291488,9.83466
610.1,4.887528,3.933864,52.272708,-12.576444,-1.907328,-4.053072,10.311492
610.2,5.185548,3.814656,52.093896,-12.934068,-2.08614,-4.17228,10.192284
610.3,5.125944,3.87426,52.570728,-13.232088,-2.264952,-4.17228,9.596244
610.4,5.06634,4.231884,52.868748,-12.81486,-2.443764,-4.529904,9.179016
610.5,4.708716,3.993468,52.630332,-12.576444,-2.38416,-4.649112,9.417432
610.6,4.649112,3.933864,52.570728,-13.291692,-2.026536,-4.947132,10.073076
610.7,4.76832,4.410696,53.107164,-13.530108,-1.907328,-4.410696,10.72872
610.8,4.4703,4.053072,52.987956,-13.172484,-2.264952,-4.351092,10.847928
610.9,4.589508,4.231884,52.809144,-13.4109,-1.728516,-4.410696,9.83466
611,5.006736,4.291488,52.570728,-13.4109,-1.430496,-4.231884,10.013472
611.1,4.887528,4.291488,52.868748,-12.934068,-2.264952,-4.351092,9.953868
611.2,5.185548,4.112676,53.34558,-13.351296,-2.205348,-4.649112,10.371096
611.3,5.304756,3.755052,53.405184,-13.589712,-2.324556,-4.529904,10.609512
611.4,4.76832,3.933864,53.405184,-13.232088,-2.324556,-4.410696,9.715452
611.5,4.649112,4.053072,53.405184,-13.232088,-1.549704,-4.649112,9.953868
611.6,4.708716,4.17228,53.166768,-14.185752,-1.4901,-4.649112,10.72872
611.7,4.708716,4.112676,52.689936,-14.126148,-2.205348,-4.649112,10.549908
611.8,5.125944,3.933864,53.04756,-14.185752,-2.503368,-4.112676,9.417432
611.9,5.185548,3.993468,53.6436,-13.828128,-1.78812,-3.87426,9.894264
612,5.125944,3.814656,53.285976,-13.589712,-1.668912,-4.4703,10.4307
612.1,4.827924,4.053072,53.34558,-13.70892,-1.907328,-4.291488,9.23862
612.2,5.185548,3.933864,53.94162,-14.30496,-2.145744,-4.112676,9.298224
612.3,5.304756,3.814656,54.299244,-14.364564,-1.609308,-4.112676,10.073076
612.4,4.947132,4.231884,54.060828,-14.245356,-1.609308,-3.933864,10.013472
612.5,4.947132,4.053072,53.464788,-15.020208,-2.026536,-3.57624,9.477036
612.6,5.781588,4.17228,53.882016,-15.377832,-1.430496,-4.291488,10.013472
612.7,6.139212,4.410696,54.120432,-14.483772,-1.549704,-4.231884,9.83466
612.8,5.900796,3.933864,54.001224,-14.483772,-1.668912,-4.231884,9.953868
612.9,5.721984,3.933864,53.94162,-14.960604,-1.370892,-4.291488,10.311492
613,5.66238,3.933864,54.299244,-15.377832,-1.549704,-4.351092,9.953868
613.1,5.841192,3.695448,54.597264,-15.318228,-1.668912,-4.351092,9.655848
613.2,5.304756,3.516636,55.1337,-14.364564,-1.311288,-4.291488,9.357828
613.3,5.304756,3.755052,55.193304,-14.662584,-1.132476,-4.17228,9.477036
613.4,5.602776,4.053072,54.656868,-14.722188,-2.026536,-4.17228,10.013472
613.5,5.66238,3.87426,54.656868,-14.781792,-2.205348,-4.231884,9.953868
613.6,5.66238,4.053072,54.776076,-15.318228,-1.132476,-4.231884,9.357828
613.7,5.721984,3.635844,54.358848,-15.139416,-0.89406,-4.4703,9.775056
613.8,5.245152,3.933864,54.53766,-15.318228,-1.549704,-4.291488,10.13268
613.9,5.543172,4.053072,54.597264,-15.854664,-1.847724,-4.17228,9.53664
614,5.841192,4.17228,55.312512,-15.437436,-1.609308,-3.993468,9.953868
614.1,6.020004,3.933864,55.1337,-15.49704,-1.430496,-3.993468,9.894264
614.2,5.9604,4.231884,54.895284,-15.318228,-1.668912,-4.17228,9.53664
614.3,5.543172,4.053072,54.776076,-15.377832,-1.609308,-4.17228,9.715452
614.4,5.483568,3.87426,54.716472,-15.616248,-2.026536,-4.529904,9.477036
614.5,5.781588,3.635844,55.193304,-15.377832,-2.145744,-4.410696,9.655848
614.6,6.139212,3.57624,55.1337,-15.973872,-1.668912,-4.291488,10.013472
614.7,5.9604,3.993468,55.074096,-15.854664,-1.609308,-3.87426,9.894264
614.8,6.377628,4.410696,55.43172,-15.258624,-1.847724,-4.053072,9.894264
614.9,6.675648,4.351092,54.954888,-15.437436,-1.609308,-4.17228,10.013472
615,6.377628,4.708716,55.491324,-15.49704,-1.132476,-3.993468,10.073076
615.1,6.437232,4.4703,55.72974,-15.973872,-1.549704,-3.993468,9.953868
615.2,6.735252,3.635844,55.610532,-16.271892,-1.311288,-4.053072,10.192284
615.3,6.437232,3.814656,55.550928,-16.271892,-1.370892,-3.87426,9.655848
615.4,6.318024,3.933864,55.670136,-16.450704,-1.907328,-3.695448,10.192284
615.5,6.437232,3.87426,55.908552,-16.212288,-1.549704,-3.635844,10.192284
615.6,6.139212,3.87426,55.908552,-16.569912,-1.072872,-3.814656,9.894264
615.7,6.139212,3.695448,55.968156,-17.225556,-1.370892,-4.231884,10.251888
615.8,6.377628,3.635844,55.72974,-17.404368,-1.430496,-3.933864,9.953868
615.9,6.139212,3.814656,55.43172,-17.225556,-1.132476,-3.993468,10.549908
616,5.781588,4.17228,55.312512,-17.225556,-1.19208,-3.635844,11.145948
616.1,6.437232,3.635844,55.252908,-17.463972,-1.4901,-3.397428,10.549908
616.2,6.675648,3.695448,55.610532,-16.927536,-1.132476,-3.397428,9.83466
616.3,6.437232,4.053072,56.02776,-17.463972,-1.072872,-3.516636,9.477036
616.4,7.033272,4.112676,55.491324,-17.821596,-1.251684,-3.635844,9.83466
616.5,6.735252,3.814656,55.491324,-17.165952,-1.132476,-3.695448,10.073076
616.6,6.675648,3.635844,55.848948,-17.761992,-1.072872,-3.755052,10.192284
616.7,6.794856,3.755052,55.610532,-18.47724,-1.19208,-3.695448,10.013472
616.8,6.437232,4.231884,55.848948,-18.358032,-0.953664,-3.755052,9.596244
616.9,6.675648,4.291488,55.789344,-18.119616,-0.89406,-3.397428,10.13268
617,6.675648,4.053072,56.087364,-18.47724,-1.132476,-3.397428,9.953868
617.1,6.377628,3.993468,55.72974,-18.000408,-0.953664,-4.053072,10.13268
617.2,6.55644,3.695448,55.550928,-18.238824,-0.655644,-4.053072,10.609512
617.3,6.794856,3.993468,55.789344,-18.715656,-1.19208,-4.291488,10.72872
617.4,6.318024,4.351092,55.848948,-18.834864,-1.370892,-4.231884,10.251888
617.5,6.139212,4.708716,55.848948,-18.954072,-1.072872,-3.814656,9.417432
617.6,6.25842,4.4703,55.848948,-18.656052,-0.655644,-3.755052,10.13268
617.7,6.437232,3.993468,56.206572,-18.17922,-0.834456,-3.87426,9.953868
617.8,6.675648,3.695448,56.266176,-18.47724,-1.19208,-4.053072,9.715452
617.9,6.735252,3.933864,56.02776,-18.954072,-1.430496,-4.053072,10.490304
618,6.735252,4.351092,56.266176,-18.417636,-0.953664,-4.231884,9.953868
618.1,6.85446,4.291488,56.087364,-18.536844,-0.953664,-4.351092,9.53664
618.2,6.914064,3.933864,55.968156,-19.252092,-0.774852,-3.933864,9.596244
618.3,6.437232,3.755052,56.087364,-19.848132,-0.953664,-4.17228,9.357828
618.4,6.496836,3.87426,55.789344,-19.132884,-0.953664,-3.814656,9.655848
618.5,6.735252,3.814656,55.789344,-19.3713,-1.251684,-3.755052,10.4307
618.6,6.616044,3.933864,55.908552,-19.788528,-0.953664,-4.17228,10.4307
618.7,7.033272,4.231884,56.02776,-19.252092,-0.715248,-4.17228,10.192284
618.8,7.4505,4.17228,55.848948,-19.430904,-0.715248,-3.933864,9.775056
618.9,7.033272,4.112676,55.789344,-19.3713,-0.715248,-4.053072,9.417432
619,6.973668,3.993468,55.908552,-19.788528,-1.370892,-3.933864,10.073076
619.1,7.15248,4.112676,55.908552,-20.444172,-1.013268,-3.814656,10.073076
619.2,6.735252,3.814656,55.908552,-20.26536,-0.357624,-3.814656,9.894264
619.3,6.973668,4.231884,55.670136,-20.26536,-0.536436,-3.57624,9.298224
619.4,6.914064,4.827924,55.610532,-19.96734,-0.774852,-3.87426,9.119412
619.5,6.25842,3.993468,56.146968,-20.801796,-0.417228,-4.351092,10.013472
619.6,6.377628,3.933864,55.908552,-20.980608,-0.59604,-4.291488,10.549908
619.7,6.735252,4.76832,55.789344,-20.8614,-0.357624,-3.516636,9.953868
619.8,6.735252,4.4703,55.43172,-20.682588,-0.536436,-3.57624,9.179016
619.9,7.212084,4.17228,55.312512,-20.980608,-0.953664,-3.695448,9.53664
620,7.808124,3.993468,55.550928,-20.742192,-0.417228,-3.57624,9.596244
620.1,7.15248,4.17228,55.908552,-21.040212,-0.59604,-3.814656,9.596244
620.2,7.033272,4.351092,55.848948,-21.099816,-1.072872,-3.87426,9.298224
620.3,7.033272,4.351092,55.491324,-21.874668,-0.774852,-3.814656,9.477036
620.4,7.092876,4.231884,55.491324,-21.695856,-1.132476,-3.755052,9.417432
620.5,7.331292,4.17228,55.610532,-21.517044,-1.013268,-3.635844,9.357828
620.6,7.331292,4.17228,55.610532,-22.64952,-0.89406,-3.635844,9.119412
620.7,6.973668,4.410696,55.491324,-22.768728,-0.834456,-3.57624,10.13268
620.8,7.271688,4.231884,55.610532,-22.05348,-0.774852,-3.933864,10.549908
620.9,7.569708,4.053072,55.491324,-22.530312,-0.357624,-3.635844,9.83466
621,7.390896,3.87426,55.72974,-23.185956,-0.953664,-3.57624,10.251888
621.1,7.629312,4.112676,55.968156,-22.470708,-1.132476,-3.933864,10.490304
621.2,7.510104,4.231884,55.610532,-22.589916,-0.715248,-3.993468,9.775056
621.3,7.390896,4.410696,55.43172,-23.185956,-0.417228,-3.516636,8.880996
621.4,7.74852,4.708716,55.550928,-23.424372,-0.29802,-3.695448,9.477036
621.5,7.331292,4.112676,55.43172,-23.185956,-0.417228,-3.755052,9.775056
621.6,6.914064,4.053072,55.491324,-23.54358,-0.59604,-3.635844,9.83466
621.7,7.271688,4.351092,55.1337,-24.43764,-0.774852,-3.635844,10.669116
621.8,7.033272,4.410696,54.83568,-23.8416,-0.834456,-3.933864,10.013472
621.9,7.569708,3.933864,55.312512,-24.13962,-0.715248,-4.053072,9.655848
622,8.284956,3.755052,55.491324,-24.43764,-0.536436,-3.755052,9.775056
622.1,7.688916,4.410696,55.1337,-24.378036,-1.013268,-3.635844,9.953868
622.2,7.15248,4.053072,55.014492,-23.8416,-0.59604,-3.993468,9.775056
622.3,7.033272,3.993468,54.478056,-24.020412,-0.655644,-3.814656,9.655848
622.4,7.15248,4.4703,55.1337,-24.258828,-0.59604,-3.397428,10.192284
622.5,7.510104,4.529904,55.014492,-24.13962,-0.178812,-3.993468,9.953868
622.6,7.569708,4.053072,54.418452,-24.556848,-0.238416,-4.17228,9.53664
622.7,7.629312,3.933864,54.656868,-25.212492,-0.715248,-4.231884,10.013472
622.8,7.74852,3.993468,54.716472,-25.391304,0,-3.933864,10.311492
622.9,7.688916,4.410696,54.478056,-24.914472,-0.059604,-3.933864,9.715452
623,7.271688,3.993468,54.358848,-24.556848,-0.715248,-3.814656,9.23862
623.1,7.331292,3.933864,54.001224,-25.152888,-0.29802,-3.635844,9.83466
623.2,7.986936,4.231884,54.23964,-25.450908,-0.29802,-3.695448,10.609512
623.3,7.688916,4.4703,54.23964,-25.3317,-0.536436,-3.993468,9.894264
623.4,7.808124,4.291488,54.001224,-25.570116,-0.715248,-4.351092,9.417432
623.5,7.629312,4.112676,54.180036,-25.748928,-0.59604,-4.291488,9.775056
623.6,7.510104,3.933864,54.120432,-25.450908,-0.178812,-4.410696,9.953868
623.7,7.688916,3.993468,54.001224,-26.046948,-0.059604,-4.291488,8.9406
623.8,8.04654,4.053072,54.001224,-26.344968,-0.715248,-3.814656,9.298224
623.9,8.225352,3.993468,53.822412,-26.642988,-0.655644,-3.695448,9.715452
624,8.165748,4.17228,53.822412,-27.060216,-0.178812,-3.993468,9.477036
624.1,8.284956,3.755052,54.23964,-27.239028,-0.119208,-4.17228,9.596244
624.2,7.927332,4.17228,54.418452,-27.060216,-0.417228,-3.993468,9.775056
624.3,7.867728,4.4703,53.703204,-27.000612,-0.476832,-3.87426,9.179016
624.4,7.867728,4.291488,53.464788,-27.239028,0,-3.933864,9.655848
624.5,8.165748,3.993468,53.703204,-27.179424,-0.059604,-3.933864,9.298224
624.6,8.523372,4.053072,53.822412,-27.11982,-0.29802,-3.755052,9.477036
624.7,8.463768,4.589508,53.703204,-27.954276,-0.655644,-3.635844,9.715452
624.8,7.927332,4.410696,53.464788,-27.894672,-0.89406,-3.635844,9.53664
624.9,8.106144,3.933864,53.166768,-27.537048,-0.476832,-3.695448,9.596244
625,8.225352,4.231884,52.74954,-28.192692,-0.238416,-4.410696,9.53664
625.1,8.34456,4.231884,52.868748,-28.371504,-0.417228,-4.112676,9.953868
625.2,8.761788,4.112676,53.107164,-28.073484,-0.655644,-3.814656,10.073076
625.3,8.523372,4.649112,52.74954,-28.01388,-0.536436,-4.291488,9.298224
625.4,8.463768,4.4703,52.689936,-28.788732,-0.119208,-4.17228,8.9406
625.5,8.463768,4.589508,52.332312,-28.490712,0.059604,-3.933864,9.715452
625.6,8.106144,4.291488,52.332312,-28.550316,-0.29802,-3.933864,9.953868
625.7,8.165748,3.755052,52.1535,-29.265564,-0.715248,-4.053072,9.596244
625.8,8.463768,4.112676,52.45152,-29.265564,-0.417228,-3.993468,9.894264
625.9,8.106144,4.053072,52.630332,-28.669524,-0.119208,-4.291488,9.596244
626,8.225352,4.17228,52.213104,-29.50398,-0.238416,-3.993468,9.357828
626.1,8.523372,4.291488,51.85548,-29.861604,-0.059604,-3.516636,9.83466
626.2,8.463768,4.589508,52.1535,-30.219228,0,-3.755052,10.073076
626.3,7.927332,4.76832,52.332312,-30.815268,-0.29802,-4.17228,10.073076
626.4,7.867728,4.231884,52.213104,-31.113288,0.059604,-4.351092,9.655848
626.5,8.04654,4.291488,52.034292,-30.457644,-0.417228,-4.351092,9.179016
626.6,8.34456,4.947132,51.974688,-30.39804,-0.715248,-4.17228,9.298224
626.7,8.34456,4.827924,51.85548,-30.934476,-0.476832,-4.053072,10.251888
626.8,7.927332,4.589508,51.319044,-31.351704,0.059604,-3.87426,9.775056
626.9,8.463768,4.17228,51.438252,-31.172892,0.059604,-3.933864,8.761788
627,8.523372,4.291488,51.676668,-31.351704,-0.417228,-4.231884,9.53664
627.1,8.34456,4.708716,51.080628,-31.768932,-0.357624,-4.649112,10.013472
627.2,8.64258,4.4703,50.96142,-31.411308,-0.059604,-4.231884,10.13268
627.3,8.821392,4.529904,51.378648,-31.530516,0,-4.053072,9.119412
627.4,8.34456,4.76832,51.021024,-31.649724,0.178812,-4.410696,9.596244
627.5,7.927332,4.351092,50.96142,-31.2921,-0.059604,-4.351092,9.894264
627.6,8.463768,4.529904,50.6634,-31.828536,-0.119208,-4.291488,8.880996
627.7,8.880996,4.76832,50.424984,-32.007348,0.357624,-4.231884,9.179016
627.8,8.404164,4.231884,50.424984,-32.48418,-0.178812,-4.231884,10.013472
627.9,8.761788,4.4703,50.186568,-32.722596,0,-4.351092,9.775056
628,8.9406,4.4703,50.603796,-32.48418,0.238416,-4.231884,9.477036
628.1,8.582976,4.351092,50.6634,-34.153092,-0.476832,-4.231884,9.417432
628.2,8.9406,4.529904,50.424984,-33.914676,0,-4.112676,9.298224
628.3,9.179016,4.529904,50.06736,-33.318636,0.059604,-4.291488,9.119412
628.4,8.821392,4.351092,50.007756,-33.37824,-0.238416,-4.053072,9.119412
628.5,8.64258,4.410696,49.530924,-33.557052,0,-4.231884,8.9406
628.6,8.761788,4.827924,49.650132,-33.67626,-0.178812,-4.351092,9.179016
628.7,8.523372,4.17228,50.186568,-33.795468,-0.178812,-4.4703,8.761788
628.8,8.702184,4.4703,49.530924,-34.212696,0.417228,-4.410696,9.357828
628.9,9.119412,4.529904,49.232904,-33.914676,0.29802,-4.231884,9.83466
629,9.059808,4.529904,49.352112,-33.616656,-0.178812,-4.529904,9.655848
629.1,8.821392,4.76832,49.292508,-34.331904,0.417228,-4.589508,9.715452
629.2,9.000204,4.529904,49.292508,-34.749132,0.357624,-4.410696,9.894264
629.3,8.880996,4.529904,48.87528,-34.808736,0,-4.231884,10.490304
629.4,8.702184,4.76832,48.934884,-35.404776,-0.238416,-4.112676,9.417432
629.5,8.64258,4.76832,49.054092,-35.7624,-0.357624,-4.112676,9.059808
629.6,8.880996,4.827924,48.756072,-35.822004,0.059604,-4.231884,9.53664
629.7,9.179016,4.827924,48.696468,-36.000816,0.238416,-4.351092,10.073076
629.8,9.119412,4.4703,48.57726,-36.000816,0.119208,-4.351092,10.13268
629.9,8.821392,4.76832,48.219636,-35.702796,0.178812,-4.351092,10.13268
630,8.821392,4.827924,47.921616,-36.298836,0.417228,-4.351092,9.83466
630.1,9.23862,4.589508,47.862012,-36.95448,0.536436,-4.4703,10.13268
630.2,8.9406,4.708716,47.623596,-36.418044,0.119208,-4.17228,9.894264
630.3,9.059808,4.887528,47.623596,-36.65646,0.119208,-4.17228,9.298224
630.4,9.298224,4.827924,47.623596,-37.192896,0.357624,-4.053072,9.83466
630.5,9.000204,4.827924,47.444784,-36.775668,0.774852,-3.933864,9.775056
630.6,8.880996,4.649112,47.265972,-36.716064,0.476832,-4.053072,9.298224
630.7,9.059808,4.231884,46.848744,-37.669728,0.059604,-4.112676,9.655848
630.8,9.059808,4.589508,46.550724,-38.384976,0.178812,-3.755052,9.775056
630.9,9.059808,4.708716,46.49112,-38.206164,0.357624,-4.053072,10.13268
631,9.477036,4.76832,46.967952,-37.610124,0.178812,-4.231884,10.371096
